orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
5052,thomas house,2,"[('thomas', 90), ('nicholas david thomas', 86), ('alison bateman house', 86), ('thomas dobbs', 75), ('thomas cooke', 75), ('thomas tighe', 75), ('thomas russo', 75), ('thomas h groome', 74), ('thomas lee', 73), ('thomas juneau', 72), ('thomas harvey', 72), ('thomas broker', 72), ('thomas kim', 71), ('jim thomas', 71), ('thomas rid', 71), ('thomas file', 70), ('nicholas thomas', 70), ('thomas levy', 70), ('thomas tsai', 70), ('thomas nash', 70)]",na,,,,,,,,,,,,,,
5075,thompson,1,"[('dominique thompson', 90), ('bennie thompson', 90), ('robin thompson', 90), ('robert thompson', 90), ('kenan thompson', 90), ('steven l thomason', 79), ('allan randrup thomsen', 72), ('thomas', 71), ('gabriele tomasoni', 68), ('anita thomas', 64), ('richard thomas', 64), ('david thomas', 64), ('thomas nash', 63), ('thomas dobbs', 61), ('thomas house', 61), ('thomas r frieden', 61), ('thomas farley', 61), ('thomas juneau', 61), ('thomas cornwell', 61), ('thomas harvey', 61)]",na,,,,,,,,,,,,,,
5095,tim williams,2,"[('williams', 90), ('william', 90), ('tim jost', 86), ('tim bale', 86), ('patricia n whitley williams', 86), ('tim lang', 86), ('tim duy', 86), ('tesia williams', 85), ('ian williams', 83), ('brie williams', 80), ('kari williams', 80), ('tim killian', 78), ('chris williams', 77), ('brian williams', 77), ('david williams', 77), ('john williams', 76), ('amanda williams', 76), ('william petri', 76), ('david r williams', 76), ('albert williams', 76)]",na,,,,,,,,,,,,,,
5104,timothy taylor,2,"[('timothy beal', 77), ('john taylor', 72), ('timothy keller', 71), ('timothy byun', 70), ('timothy stenzel', 69), ('taylor swift', 66), ('alison tothy', 66), ('timothy brewer', 64), ('timothy ziemer', 64), ('timothy sheahan', 64), ('chloe taylor', 64), ('diana taylor', 64), ('steve taylor', 64), ('timothy newsome', 64), ('rosemary taylor', 62), ('daniel taylor', 60), ('steven taylor', 60), ('tom talbot', 58), ('tim allen', 57), ('tim jost', 56)]",na,,gallery at london,,,,,,,,,,,,
5120,tom barnes,2,"[('tom jones', 74), ('tom hanks', 74), ('tony bartone', 73), ('thomas byrne', 73), ('reuterstom brenner washington', 72), ('julie barnes', 71), ('tom brandt', 70), ('tom coburn', 70), ('barr', 68), ('tim garnett', 67), ('tim bale', 67), ('tom britton', 67), ('tony barton', 67), ('tomas aragon', 64), ('tom inglesby', 64), ('tom pyman', 63), ('tom brady', 63), ('tom myers', 63), ('tom ridge', 63), ('tom chang', 63)]",na,,,,,,,,,,,,,,
5138,tom myers,2,"[('thom mayer', 84), ('tom yadegar', 70), ('seth meyers', 70), ('nathan myers', 67), ('joel n myers', 67), ('tommy moller', 67), ('tom jones', 67), ('tom barnes', 63), ('lauren ancel meyers', 60), ('james town', 60), ('tom bossert', 60), ('amy mathers', 60), ('thomas r frieden', 57), ('thomas inglesby', 57), ('thomas byrne', 57), ('thomas h groome', 57), ('thomas schinecker', 57), ('robert thompson', 57), ('tom inglesby', 57), ('jaimie meyer', 57)]",na,,,,,,,,,,,,,,
5147,tommy john,2,"[('john', 90), ('john steinbrecher', 86), ('john fritze birx', 86), ('john nkengasong', 86), ('john harry smith', 86), ('john swartzberg', 86), ('john allen paulos', 86), ('john mooregetty images', 86), ('john john impellizzeri', 86), ('john brownstein', 86), ('john sprankling', 86), ('john hellerstedt', 86), ('john bel edwards', 86), ('pope john xxiii', 86), ('john glendinning', 86), ('john tory', 80), ('tom jones', 74), ('timmy cheng', 67), ('john manly', 66), ('john trump', 66)]",na,,,,,,,,,,,,,,
5149,tomohiro,1,"[('tomori', 71), ('tierno', 57), ('tommy john', 56), ('gabriele tomasoni', 56), ('yoshihiro takayama', 56), ('tom cotton', 56), ('tom coburn', 56), ('timothy ziemer', 55), ('tom britton', 53), ('tom elliott', 53), ('tom bossert', 53), ('thomas h groome', 52), ('mariam tokhi', 51), ('jeffrey toobin', 51), ('thomas house', 50), ('tommy moller', 50), ('tom dodd', 50), ('tomas aragon', 50), ('tom wolf', 50), ('thomas cooke', 50)]",na,,,,,,,,,,,,,,
5160,top trump,2,"[('trump', 90), ('nicholas wu trump', 86), ('top us', 86), ('donald trump trump', 86), ('donald j trump', 86), ('wuha donald trump', 86), ('john trump', 74), ('lara trump', 67), ('ivanka trump', 67), ('fauci trump', 67), ('donald trump', 67), ('eric trump', 67), ('will trump', 67), ('john g trump', 67), ('melania trump', 67), ('tony xu', 50), ('sean truman', 50), ('tony narula', 50), ('christopher tex', 50), ('glen stubbestar tribune', 50)]",na,,,,,,,,,,,,,,
5161,top us,2,"[('top trump', 86), ('tony xu', 62), ('dominique thompson', 60), ('bennie thompson', 60), ('robin thompson', 60), ('kenan thompson', 60), ('uche blackstock', 57), ('thompson', 57), ('thomas house', 56), ('thomas russo', 56), ('zhou tao', 54), ('tom jones', 53), ('tom myers', 53), ('tom hanks', 53), ('nancy tomes', 50), ('sneha topgi', 50), ('thomas', 50), ('todd flosi', 50), ('tedros', 50), ('tom coburn', 50)]",na,,,,,,,,,,,,,,
5165,travis,1,"[('travis gayles', 90), ('travis stork', 90), ('dominic travis', 90), ('sotiris tsiodras', 60), ('taison bell', 60), ('tara smith', 60), ('trish regan', 60), ('trish greenhalgh', 60), ('ambrose talisuna', 60), ('robert talisse', 60), ('ambrose otau talisuna', 60), ('tali sharot', 60), ('trish perl', 60), ('taisu zhang', 60), ('catherine troisi', 60), ('thais aliabadi', 60), ('teresa grimes', 53), ('thomas', 50), ('tomori', 50), ('tedros', 50)]",na,,,,,,,,,,,,,,
5176,trudeau,1,"[('sophie gregoire trudeau', 90), ('justin trudeau', 90), ('sean truman', 56), ('terre haute', 56), ('tunde szabo', 56), ('tyler durden', 53), ('teresa grimes', 51), ('theresa tam', 51), ('theresa madaline', 51), ('reis thebault', 51), ('ikuo tsunoda', 51), ('tony cardenas', 51), ('palli thordarson', 51), ('thomas juneau', 51), ('glen stubbestar tribune', 51), ('jennifer toller erausquin', 51), ('theresa bingemann', 51), ('teresa tyson', 51), ('naresh trehan', 51), ('theresa sokol', 51)]",na,,,,,,,,,,,,,,
5177,trump,1,"[('nicholas wu trump', 90), ('lara trump', 90), ('top trump', 90), ('ivanka trump', 90), ('fauci trump', 90), ('donald trump trump', 90), ('donald j trump', 90), ('donald trump', 90), ('john trump', 90), ('eric trump', 90), ('will trump', 90), ('wuha donald trump', 90), ('john g trump', 90), ('melania trump', 90), ('sean truman', 72), ('celine thum', 60), ('rosemarie truglio', 54), ('tom pyman', 54), ('sophie gregoire trudeau', 54), ('robert truog', 54)]",na,,,,,,,,,,,,,,
5184,tyler durden,2,"[('tyler beede', 70), ('lori d', 60), ('don', 60), ('jurrien timmer', 59), ('dylan bugden', 58), ('peter dutton', 58), ('natalie dean', 58), ('yu dan', 57), ('tony cardenas', 56), ('patel dunn', 55), ('diana taylor', 55), ('tayar', 54), ('dan doyle', 54), ('michelle dupre', 54), ('trevor bedford', 54), ('derek horstmeyer', 54), ('troyen brennan', 54), ('devon', 54), ('el tayar', 53), ('stanley deresinski', 53)]",na,,,,,,,,,,,,,,
5190,umar khan,2,"[('khan', 90), ('rosena allin khan', 86), ('amir khan', 78), ('imran khan', 74), ('muqtedar khan', 73), ('ali khan', 71), ('ajay kumar bharti', 70), ('lokesh kumar sharma', 70), ('kamran khan', 70), ('kang', 68), ('mahbuba khan', 67), ('arvind kumar', 64), ('allin khan', 63), ('sadiq khan', 63), ('sandra kane gill', 60), ('maria van kerkhove', 60), ('samara klar', 60), ('sukhum kanchanapimai', 60), ('shabana khan', 59), ('indranil khan', 59)]",na,,,,,,,,,,,,,,
5192,upshur,1,"[('fran unsworth', 45), ('ursula kaiser', 45), ('umesh gidwani', 45), ('elanah uretsky', 45), ('top us', 33), ('ulrich jorde', 33), ('amit uppal', 32), ('frank ulrich montgomery', 30), ('laura ucik', 30), ('umar khan', 30), ('uche blackstock', 30), ('uzi rotstein', 30), ('ulrich klopfer', 30), ('kim jong un', 15), ('zarir udwadia', 15), ('edward r utley', 15), ('robert uzzo', 15)]",na,,,,,,,,,,,,,,
5211,vici,1,"[('melita vujnovic', 68), ('vincent okafor', 68), ('vipin narang', 68), ('victor shih', 68), ('vicki hertzberg', 68), ('victor matheson', 68), ('victoria', 68), ('hilde vichten', 68), ('victor gomez', 68), ('vincent munster', 68), ('vicent racaniello', 68), ('vincent racaniello', 68), ('victoria toilet', 68), ('raphael viscidi', 68), ('vincent reina', 68), ('vincent staggs', 68), ('vince coglianese', 68), ('vicki stover hertzberg', 68), ('vincenzo berghella', 68), ('vicki jackson', 68)]",na,,,,,,,,,,,,,,
5218,victoria,1,"[('victoria toilet', 90), ('victoria dooley', 90), ('victor shih', 74), ('victor matheson', 74), ('victor gomez', 74), ('vici', 68), ('vincent reina', 67), ('viktor orban', 61), ('vineet arora', 60), ('vicent racaniello', 56), ('somil viradia', 56), ('virginia a caine', 56), ('vicki jackson', 56), ('vincent okafor', 55), ('vortran', 53), ('vince coglianese', 50), ('hilde vichten', 48), ('raphael viscidi', 48), ('isabella velicogna', 48), ('vin gupta', 47)]",na,,,,,,,,,,,,,,
5220,victoria toilet,2,"[('victoria', 90), ('victoria dooley', 80), ('vici', 68), ('victor gomez', 67), ('victor shih', 62), ('somil viradia', 61), ('tomori', 60), ('victor matheson', 60), ('tara o toole', 59), ('ian tong', 56), ('tina tan', 56), ('eric toner', 54), ('thomas file', 54), ('hilde vichten', 54), ('tia powell', 54), ('eric topol', 54), ('viktor orban', 52), ('virginia a caine', 52), ('katherine tilsed', 52), ('mariam tokhi', 52)]",na,,,,,,,,,,,,,,
5238,viroclinics xplore,2,"[('virginia a caine', 47), ('vince coglianese', 47), ('vicent racaniello', 46), ('vici', 45), ('victoria', 45), ('vincent reina', 45), ('alfonso xi', 45), ('xiao', 45), ('vicki jackson', 45), ('xinqi dong', 45), ('vincent okafor', 44), ('ville vuorinen', 44), ('vincent racaniello', 44), ('veronika skvortsova', 43), ('xiao qiang', 43), ('xiao xiao', 43), ('xi jinping', 43), ('vasiliy vlassov', 42), ('vicki hertzberg', 42), ('victoria toilet', 42)]",na,,,,,,,,,,,,,,
5246,vortran,1,"[('thomas vartanian', 64), ('viktor orban', 63), ('sarah van orman', 56), ('victoria', 53), ('atheendar venkataramani', 51), ('veronika skvortsova', 51), ('stuart varney', 51), ('senthil veeraraghavan', 51), ('marc van ranst', 51), ('or vandline', 51), ('marco vergano', 51), ('hilde vochten', 51), ('vicent racaniello', 51), ('vincent racaniello', 51), ('harsh vardhan', 51), ('valerio granello', 51), ('vanessa clifford', 49), ('vineet arora', 49), ('victor matheson', 45), ('vyom sharma', 44)]",na,,,,,,,,,,,,,,
5247,voynich,1,"[('vici', 55), ('vicki hertzberg', 51), ('veronika skvortsova', 51), ('mark veitch', 51), ('till von wachter', 51), ('hilde vichten', 51), ('hilde vochten', 51), ('victor matheson', 49), ('vicki jackson', 49), ('victor shih', 44), ('joyce vance', 44), ('vortran', 43), ('melita vujnovic', 41), ('eugene volokh', 41), ('von der leyen', 40), ('victoria', 40), ('viroclinics xplore', 40), ('vincent okafor', 39), ('angelo virgona', 39), ('erich voigt', 39)]",na,,,,,,,,,,,,,,
5255,waikerie,1,"[('wali', 68), ('john wakefield', 68), ('wayne riley', 63), ('wankhede', 62), ('adam winkler', 60), ('warren', 57), ('catherine worsnop', 56), ('david walker', 56), ('dan wakeford', 56), ('patrick walker', 56), ('white', 54), ('wayne', 54), ('walter reed', 53), ('walters', 53), ('walker todd', 53), ('winterstein', 53), ('w ian lipkin', 50), ('will welfare', 50), ('kerri wizner', 50), ('eric wei', 50)]",na,,,,,,,,,,,,,,
5257,wali,1,"[('walt orenstein', 68), ('simon walsh', 68), ('wasim baig', 68), ('dan wallach', 68), ('kevin wallsten', 68), ('waikerie', 68), ('marc alain widdowson', 68), ('william waldman', 68), ('ronald waldman', 68), ('walberto reyes', 68), ('walter russel mead', 68), ('daniel wallace', 68), ('walter russell mead', 68), ('john wald', 68), ('david wallace', 68), ('walter schachermayer', 68), ('steve walsh', 68), ('william walters', 68), ('david walker', 68), ('walter reed', 68)]",na,,,,,,,,,,,,,,
5260,walsh,1,"[('simon walsh', 90), ('steve walsh', 90), ('marty walsh', 90), ('lois ann welsh', 72), ('kevin wallsten', 72), ('reutersyuri gripas washington', 72), ('reuterstom brenner washington', 72), ('terry wahls', 72), ('george washington', 72), ('lisa lambert washington', 72), ('leah washburn', 72), ('arieh warshel', 72), ('wali', 67), ('walters', 67), ('john wald', 60), ('priscilla wald', 60), ('walt orenstein', 57), ('watson', 55), ('wasim baig', 54), ('mark wilson', 54)]",na,,,,,,,,,,,,,,
5263,walter reed,2,"[('reed', 90), ('jennifer clyburn reed', 86), ('walter russel mead', 86), ('walter russell mead', 86), ('walter schachermayer', 86), ('walters', 79), ('walberto reyes', 72), ('walter cho', 71), ('mary walter', 69), ('wali', 68), ('walter ricciardi', 67), ('anne walters', 66), ('walt orenstein', 64), ('tate reeves', 64), ('walker todd', 64), ('jorge wated', 61), ('greg walden', 61), ('robert wachter', 61), ('alex ward', 60), ('john reed', 59)]",na,,,,,,,,,,,,,,
5271,wang ping,2,"[('elizabeth wang', 86), ('wang xiaoshuang', 86), ('huang ping', 84), ('gang wang', 74), ('yang wang', 74), ('linfa wang', 70), ('wang gungwu', 70), ('wang yu', 69), ('w ian lipkin', 67), ('wang guangfa', 67), ('wong ka hing', 67), ('sanjay pingle', 64), ('craig pirrong', 64), ('leyi wang', 64), ('liang wannian', 61), ('dana perino', 60), ('anna gassman pines', 60), ('tiffany pinckney', 60), ('frank wang', 60), ('wong chin huat', 60)]",na,,,,,,,,,,,,,,
5274,wankhede,1,"[('waikerie', 62), ('wayne', 62), ('dan wakeford', 56), ('john wakefield', 56), ('winch', 54), ('walsh', 54), ('wayne riley', 53), ('walker todd', 53), ('david walker', 51), ('robert wagner', 51), ('william keep', 50), ('james wantuck', 48), ('robert wachter', 48), ('arieh warshel', 48), ('adam winkler', 48), ('wade pfau', 47), ('white', 46), ('suwannachai wattanayingcharoen', 45), ('penny wheeler', 45), ('wali', 45)]",na,,,,,,,,,,,,,,
5275,warren,1,"[('warren zapol', 90), ('warren hogan', 90), ('elizabeth warren', 90), ('francis ware', 66), ('suwannachai wattanayingcharoen', 60), ('fabio wajngarten', 60), ('w garrett hunt', 60), ('lawrence journal world', 60), ('greg walden', 60), ('brendan wren', 60), ('arieh warshel', 60), ('rochelle walensky', 60), ('walter reed', 59), ('waikerie', 57), ('wayne', 55), ('alex ward', 54), ('kelli ward', 54), ('wade mcgillis', 51), ('walt orenstein', 50), ('walberto reyes', 50)]",na,,,,,,,,,,,,,,
5282,watson,1,"[('crystal watson', 90), ('alec watson', 90), ('randy watson', 90), ('jeff watson', 90), ('marshall watson', 90), ('reuterslindsey wasson', 75), ('duncan watts', 66), ('willson', 62), ('woodson', 62), ('walters', 62), ('suwannachai wattanayingcharoen', 60), ('walt orenstein', 60), ('phillip williamson', 60), ('mark wilson', 60), ('nick wilson', 60), ('marc alain widdowson', 60), ('alison whelan', 60), ('reutersyuri gripas washington', 60), ('c jason wang', 60), ('kathryn weston', 60)]",na,,,,,,,,,,,,,,
5283,wayne,1,"[('wayne riley', 90), ('wayne a marasco', 90), ('wayne thomann', 90), ('g wayne miller', 90), ('ann wagner', 72), ('gary wagner', 72), ('robert wagner', 72), ('wankhede', 62), ('wang ping', 57), ('wade mcgillis', 57), ('warren', 55), ('watson', 55), ('suwannachai wattanayingcharoen', 54), ('william schaffner', 54), ('liang wannian', 54), ('gang wang', 54), ('scott weaver', 54), ('waikerie', 54), ('walberto reyes', 54), ('c jason wang', 54)]",na,,,,,,,,,,,,,,
5288,weber shandwick,2,"[('andrew weber', 70), ('webb', 68), ('sean', 68), ('swan', 68), ('meera shah', 63), ('jo webber', 61), ('bethan webber', 61), ('nick white', 60), ('jane webber', 59), ('frederick southwick', 59), ('david weber', 59), ('peter shulman', 57), ('easter swander', 55), ('bernie sanders', 55), ('daron shaw', 54), ('seema shah', 54), ('nick watanabe', 54), ('winch', 54), ('r shane day', 54), ('zaheer shah', 54)]",na,,,,,,,,,,,,,,
5301,wenyisheng,1,"[('scott weisenberg', 63), ('wendy schiller', 58), ('li wenliang', 57), ('wendy cozen', 57), ('wang xiaoshuang', 56), ('li wenliang zhu', 54), ('leroy westerling', 54), ('harvey weinstein', 54), ('wang ping', 53), ('wei jiang', 53), ('leyi wang', 53), ('wendy mariner', 52), ('zhang wenhong', 52), ('walt orenstein', 50), ('wendy bost', 50), ('yang wang', 50), ('jonathan wiesen', 48), ('wesley self', 48), ('wendy matos', 48), ('wilbur chen', 48)]",na,,,,,,,,,,,,,,
5304,white,1,"[('peter white', 90), ('alexandre white', 90), ('nick white', 90), ('larry white', 90), ('douglas white', 90), ('peter whiteford', 90), ('naomi whitehead ellis ford', 90), ('whitty', 73), ('gretchen whitmer', 72), ('chris whitty', 72), ('philippa whitford', 72), ('prof whitty', 72), ('robert winters', 72), ('gary whittaker', 72), ('helen whately', 72), ('carl winter', 72), ('jarrid whitney', 72), ('dave whitworth', 72), ('keith whittington', 72), ('matt whitlock', 72)]",na,,,,,,,,,,,,,,
5312,will jack,2,"[('jack caravanos', 86), ('jack needleman', 86), ('william cherniak', 67), ('willy lam', 67), ('william grace', 64), ('jack rowe', 64), ('william mckoy', 64), ('william', 62), ('william jaquis', 61), ('william a jacobson', 60), ('matthew jackson', 60), ('jackson browne jackson browne', 60), ('ronny l jackson', 60), ('jay powell', 60), ('michael j ackerman', 60), ('willam schaffner', 60), ('katrina jackson', 60), ('william keevil', 60), ('jack stroh', 59), ('jack keane', 59)]",na,,,,,,,,,,,,,,
5313,will trump,2,"[('trump', 90), ('nicholas wu trump', 86), ('donald trump trump', 86), ('wuha donald trump', 86), ('lara trump', 70), ('eric trump', 70), ('top trump', 67), ('fauci trump', 67), ('ivanka trump', 64), ('donald j trump', 64), ('donald trump', 64), ('will freeman', 64), ('john trump', 64), ('john g trump', 64), ('melania trump', 64), ('willy lam', 63), ('william petri', 61), ('tim williams', 61), ('william hartman', 60), ('william walters', 60)]",na,,,,,,,,,,,,,,
5314,will welfare,2,"[('will freeman', 67), ('william frey', 67), ('willy lam', 67), ('william waters', 62), ('william waldman', 59), ('william lacourt', 59), ('william walters', 59), ('will jack', 59), ('william barr', 58), ('william keep', 58), ('william dale', 58), ('william winecoff', 57), ('william deverell', 57), ('william p sawyer', 57), ('patricia n whitley williams', 57), ('william petri', 56), ('william grace', 56), ('william osler', 56), ('serena williams', 56), ('sells wheeler', 56)]",na,,,,,,,,,,,,,,
5316,william,1,"[('williams', 93), ('william schaffner', 90), ('william a jacobson', 90), ('william w pinsky', 90), ('john williams', 90), ('phillip williamson', 90), ('william barr', 90), ('william waldman', 90), ('brie williams', 90), ('william hartman', 90), ('kari williams', 90), ('amanda williams', 90), ('chris williams', 90), ('william petri', 90), ('william fisher', 90), ('brian williams', 90), ('william winecoff', 90), ('william lacourt', 90), ('william grace', 90), ('william deverell', 90)]",na,,,,,,,,,,,,,,
