orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate
4036,peter li,2,"[('li', 90), ('peter', 90), ('peter lindgren', 90), ('pete', 90), ('peter shulman', 86), ('peter osborne', 86), ('peter openshaw', 86), ('peter laufer', 86), ('peter graham', 86), ('catherine li', 86), ('peter robinson', 86), ('peter antall', 86), ('peter fisher', 86), ('peter collignon', 86), ('li wenliang zhu', 86), ('peter dutton', 86), ('peter koveos', 86), ('peter papadakos', 86), ('peter meacher', 86), ('peter papapetrou', 86)]",peter lindgren
4060,phil,1,"[('philippines imelda marcos', 90), ('phil murphy', 90), ('phillip williamson', 90), ('philip goulder', 90), ('philippa whitford', 90), ('philippe klein', 90), ('philip tierno jr', 90), ('philcbs ava louise', 90), ('michael phillips', 90), ('fran phillips', 90), ('clint phillips', 90), ('philip gehrman', 90), ('philip martin rosoff', 90), ('philip o ozuah', 90), ('philip klein', 90), ('philip murphy', 90), ('phil kloer', 90), ('philippe gautret', 90), ('phil mcgraw', 90), ('philip landrigan', 90)]",phil murphy
4063,phil murphy,2,"[('philip murphy', 92), ('phil', 90), ('robin murphy', 70), ('john b murphy', 67), ('brendan murphy', 67), ('phil smith', 67), ('phil mcgraw', 64), ('phil roe', 64), ('chris murray', 61), ('vivek murthy', 61), ('murray', 60), ('philip martin rosoff', 58), ('christopher murray', 58), ('phil sklar', 57), ('phil kloer', 57), ('shi muying', 57), ('philip goulder', 56), ('philip o ozuah', 56), ('amy compton phillips', 55), ('philippines imelda marcos', 55)]",philip murphy
4073,philip klein,2,"[('philippe klein', 92), ('phil', 90), ('philip martin rosoff', 86), ('jen naparstek klein', 86), ('philip lowe', 78), ('clint phillips', 73), ('phil kloer', 73), ('philip landrigan', 71), ('philip goulder', 69), ('philip gehrman', 69), ('phillip landrigan', 69), ('philip zelikow', 69), ('phillip williamson', 67), ('daniel klein', 67), ('philip m tierno', 67), ('philip pizzo', 67), ('celeste philip', 66), ('philip tierno jr', 64), ('natalie klein', 64), ('ross klein', 64)]",philippe klein
4074,philip landrigan,2,"[('phillip landrigan', 97), ('li', 90), ('phil', 90), ('philip klein', 71), ('li liang', 68), ('philip goulder', 67), ('philippe klein', 67), ('philip gehrman', 67), ('philip lowe', 67), ('fran phillips', 66), ('phillip williamson', 65), ('clint phillips', 64), ('philip pizzo', 64), ('phil sklar', 63), ('li lanjuan', 62), ('philip bardes', 62), ('philip martin rosoff', 61), ('lin', 60), ('philip murphy', 60), ('liu liang', 60)]",phillip landrigan
4095,pietro,1,"[('allen pietrobon', 90), ('pietro reichlin', 90), ('jan pieter krahnen', 75), ('peter papapetrou', 75), ('gianpiero petriglieri', 75), ('peter', 73), ('pete', 68), ('peter piot', 62), ('perrone', 62), ('piers morgan', 62), ('peter shulman', 60), ('peter osborne', 60), ('peter stein', 60), ('peter openshaw', 60), ('david pierre', 60), ('brett p giroir', 60), ('peter laufer', 60), ('peter graham', 60), ('peter white', 60), ('philip tierno jr', 60)]",pietro reichlin
4122,qingyan chen,2,"[('qinyang chen', 92), ('yan chen', 90), ('xi chen', 86), ('chen xi', 86), ('yangyang cheng', 77), ('chen jingyu', 74), ('cohen', 72), ('chen xuyan', 69), ('jean cohen', 64), ('allen cheng', 61), ('maria cheng', 61), ('timmy cheng', 61), ('kk cheng', 60), ('chen katz', 59), ('cheng yung chi', 59), ('chen chien jen', 59), ('jinlene chan', 58), ('chan chun', 57), ('jon cohen', 57), ('jean chin', 57)]",qinyang chen
4123,qinyang chen,2,"[('qingyan chen', 92), ('xi chen', 86), ('yan chen', 86), ('chen xi', 86), ('yangyang cheng', 77), ('cohen', 72), ('chen xuyan', 69), ('chen jingyu', 66), ('cheng yung chi', 66), ('jean cohen', 64), ('anna yeung cheung', 62), ('allen cheng', 61), ('maria cheng', 61), ('timmy cheng', 61), ('kk cheng', 60), ('chen katz', 59), ('chen chien jen', 59), ('jinlene chan', 58), ('chan chun', 57), ('jon cohen', 57)]",qingyan chen
4130,raab,1,"[('dominic raab', 90), ('vanessa raabe', 90), ('andrew rambaut', 68), ('raja krishnamoorthi', 68), ('rafael lugo', 68), ('rafael felix espinoza', 68), ('fredric rabinowitz', 68), ('ras baraka', 68), ('rama thyagarajan', 68), ('roberto bernabei', 68), ('rafael fonseca', 68), ('rabi abeyasinghe', 68), ('nipunie rajapakse', 68), ('sara goldrick rab', 68), ('stefano ragazzi', 68), ('roshini rajapaksa', 68), ('ratula chakraborty', 68), ('vicent racaniello', 68), ('vincent racaniello', 68), ('rajiv rajan', 64)]",dominic raab
4157,raina macintrye,2,"[('raina macintyre', 93), ('raina mcintyre', 90), ('ryan', 68), ('roger mcintyre', 62), ('robin may', 60), ('richard painter', 60), ('martin', 60), ('lorraine mccune', 60), ('joaquin morante', 60), ('ryan mcgarry', 59), ('aileen marty', 59), ('marcia mcnutt', 57), ('luana marques', 57), ('serena masino', 57), ('ivan martinez', 57), ('erin mccarthy', 57), ('martin makary', 57), ('ann masten', 56), ('ian mackay', 56), ('saint mark', 56)]",raina macintyre
4159,raina mcintyre,2,"[('raina macintyre', 97), ('raina macintrye', 90), ('roger mcintyre', 71), ('ryan', 68), ('lorraine mccune', 62), ('marcia mcnutt', 59), ('erin mccarthy', 59), ('barbara meinke', 57), ('ronna mcdaniel', 57), ('robin carre', 56), ('ming lin', 56), ('roland more', 56), ('mariana chilton', 55), ('arabia mollette', 55), ('jamila michener', 55), ('ricardo ramirez', 55), ('andrea mitchell', 55), ('richard painter', 55), ('laurie mcginley', 55), ('regina benjamin', 55)]",raina macintyre
4222,reed,1,"[('jason reed', 90), ('jennifer clyburn reed', 90), ('john reed', 90), ('walter reed', 90), ('gili regev yochay', 68), ('jonathan read', 68), ('richard l revesz', 68), ('brendan rynne', 68), ('recep tayyip erdogan', 68), ('walberto reyes', 68), ('rebecca seligman', 68), ('reena ninan', 68), ('irwin redlener', 68), ('rebecca sunenshine', 68), ('fredric rabinowitz', 68), ('jennifer reid', 68), ('rebecca kolins givan', 68), ('nicole redvers', 68), ('k srinath reddy', 68), ('frank riedo', 68)]",jennifer clyburn reed
4250,rice mcdonald,2,"[('glenn rice mcdonald', 95), ('eric mcdonald', 92), ('ross mcdonald', 77), ('ross macdonald', 74), ('bonnie maldonado', 62), ('muriel medard', 62), ('donald marks', 61), ('michael rich', 61), ('medina', 60), ('donald milton', 59), ('rieux', 57), ('mitch mcconnell', 57), ('riley', 57), ('tracey mcnamara', 57), ('richard carmona', 57), ('laurie mcginley', 57), ('michael mina', 56), ('michele sorice', 56), ('michelle price', 56), ('mary hunter mcdonnell', 56)]",glenn rice mcdonald
4254,richard,1,"[('richard binzel', 90), ('richard winchester', 90), ('richard fording', 90), ('richard l revesz', 90), ('richard wilding obe', 90), ('richard tedder', 90), ('richard ebright', 90), ('richard kuhn', 90), ('richard coker', 90), ('richard greil', 90), ('richard benjamin', 90), ('richard p sloan', 90), ('richard carmona', 90), ('richard v riggs', 90), ('kristopher richardson', 90), ('richard thomas', 90), ('richard tubb', 90), ('richard sheehan', 90), ('richard wunderink', 90), ('richard summers', 90)]",richard wilding obe
4312,rigano,1,"[('greg rigano', 90), ('gregory rigano', 90), ('rita', 68), ('rebecca seligman', 66), ('trish regan', 66), ('joe rogan', 66), ('romano paolucci', 60), ('recep tayyip erdogan', 60), ('elizabeth ransom', 60), ('fredric rabinowitz', 60), ('robert anolik', 60), ('bruce ransom', 60), ('ronald reagan', 60), ('gene ransom', 60), ('bradley riemann', 60), ('christian rose', 60), ('maria rosaria capobianchi', 60), ('richard branson', 60), ('brandon rottinghaus', 60), ('ryan', 60)]",gregory rigano
4313,riley,1,"[('wayne riley', 90), ('steven riley', 90), ('lee riley', 90), ('laura riley', 90), ('eleanor riley', 90), ('robert quigley', 72), ('robert j kim farley', 72), ('robert kim farley', 72), ('david ridley', 72), ('harley rouda', 72), ('rieux', 60), ('rice mcdonald', 57), ('reutersdaniele mascolo', 57), ('glenn rice mcdonald', 57), ('terence rigby', 54), ('karine le roch', 54), ('fernando rodriguez artalejo', 54), ('jennifer clyburn reed', 54), ('edward r utley', 54), ('gabriel said reynolds', 54)]",eleanor riley
4319,rita,1,"[('rita wilson', 90), ('maria rita gismondo', 90), ('fernando rodriguez artalejo', 68), ('ritu thamman', 68), ('greg rigano', 68), ('robert atmar', 68), ('ricardo azziz', 68), ('risa m mish', 68), ('kristopher richardson', 68), ('ralph northam', 68), ('k srinath reddy', 68), ('robert anolik', 68), ('robert amler', 68), ('ricardo ramirez', 68), ('gregory rigano', 68), ('ana maria henao restrepo', 68), ('krista reitberg', 68), ('christopher r braden', 68), ('emilio ribas', 68), ('christian rose', 68)]",maria rita gismondo
4334,robert amler,2,"[('robert w amler', 95), ('amler', 90), ('robert hendershott', 86), ('lionel p robert jr', 86), ('robert j kim farley', 86), ('robert david siegel', 86), ('robert atmar', 83), ('robert wagner', 80), ('robert kadlec', 80), ('robert gary', 78), ('robert shiller', 77), ('robert glatter', 77), ('robert talisse', 77), ('robert wachter', 77), ('robert a neimeyer', 76), ('robert gallo', 75), ('roger farmer', 75), ('robert faris', 75), ('robert levin', 75), ('robert schlager', 74)]",robert w amler
4347,robert cohen,2,"[('robert l cohen', 95), ('cohen', 90), ('robert hendershott', 86), ('lionel p robert jr', 86), ('robert j kim farley', 86), ('roxane cohen silver', 86), ('daniel aldana cohen', 86), ('robert david siegel', 86), ('robert kelchen', 85), ('robert chesney', 85), ('robert cherry', 80), ('john roberts', 79), ('robert yoon', 78), ('robert o brien', 77), ('robert wachter', 77), ('robertson', 76), ('roberto cosentini', 76), ('roberto rona', 75), ('robert reich', 75), ('robert levin', 75)]",robert l cohen
4370,robert kim farley,3,"[('robert j kim farley', 95), ('kim farley', 90), ('kim', 90), ('jesi kim', 86), ('kim jong un', 86), ('robert west', 86), ('soo kim', 86), ('daniel kim', 86), ('alfred kim', 86), ('thomas kim', 86), ('robert gary', 86), ('david kim', 86), ('kim binsted', 86), ('pauline kim', 86), ('robert uzzo', 86), ('robert yoon', 86), ('robert nied', 86), ('robert kadlec', 73), ('robert faris', 72), ('riley', 72)]",robert j kim farley
4383,robert salata,2,"[('robert a salata', 95), ('robert atmar', 80), ('robert kaplan', 77), ('robert west', 75), ('sarah t roberts', 75), ('roberto stella', 74), ('roberto posada', 74), ('robert glatter', 74), ('robert gallo', 72), ('robert amler', 72), ('robert schlager', 71), ('robert anolik', 69), ('robert blanchard', 69), ('robert kadlec', 69), ('robert siegel', 69), ('robert peston', 69), ('robert caudill', 67), ('robert gary', 67), ('robert stevens', 67), ('robert epstein', 67)]",robert a salata
4387,robert siegel,2,"[('robert david siegel', 95), ('siegel', 90), ('robert nied', 75), ('robert quigley', 74), ('roberto stella', 74), ('robert stevens', 74), ('robert shiller', 74), ('robert gallo', 72), ('robert dingwall', 71), ('robert schlager', 71), ('robert summerer', 71), ('robert wagner', 69), ('jeremy siegel', 69), ('robert salata', 69), ('robert bollinger', 69), ('robert west', 67), ('robert hacking', 67), ('robert caudill', 67), ('robert bickers', 67), ('robert gary', 67)]",robert david siegel
4407,robertson,1,"[('andrew robertson', 90), ('robertson davenport', 90), ('charles robertson', 90), ('johnson roberson', 85), ('robert peston', 82), ('nichola roberston', 80), ('robert yoon', 80), ('andrew roberston', 80), ('sarah t roberts', 79), ('mysheika roberts', 79), ('roberto rona', 76), ('robert cohen', 76), ('roberto burioni', 75), ('robert harrison', 75), ('roberto perotti', 75), ('roberto bernabei', 75), ('robert thompson', 75), ('roberto cosentini', 75), ('roberto posada', 75), ('rob burton', 74)]",robertson davenport
4428,rodney ho,2,"[('rodney howard browne', 90), ('rodney ramcharan', 86), ('rodney rohde', 76), ('tyrone howard', 64), ('robin howe', 63), ('rod hochman', 60), ('roxane cohen silver', 60), ('robin thompson', 60), ('arnold hopland', 60), ('ebony hilton buchholz', 60), ('robert hockett', 60), ('saheli roy choudhury', 60), ('ron hira', 59), ('jennifer horney', 57), ('robert hendershott', 57), ('mitt romney', 57), ('nichola roberston', 57), ('tony holohan', 57), ('ebony hilton', 57), ('ryde hornsby', 57)]",rodney howard browne
4432,rodriguez,1,"[('fernando rodriguez artalejo', 90), ('mauricio rodriguez', 90), ('segundo rodriguez', 90), ('jose javier rodriguez', 90), ('rodriguez diaz', 90), ('jean paul rodrigue', 85), ('tom ridge', 56), ('roy fried', 56), ('robert siegel', 55), ('rieux', 54), ('riley', 54), ('ron wright', 53), ('rod pearce', 53), ('robert quigley', 52), ('edward r utley', 50), ('richard ebright', 50), ('rosemarie truglio', 50), ('richard v riggs', 50), ('roland more', 50), ('roderick seamster', 50)]",fernando rodriguez artalejo
4483,ross mcdonald,6,"[('ross macdonald', 96), ('rice mcdonald', 77), ('eric mcdonald', 77), ('glenn rice mcdonald', 72), ('donald marks', 68), ('david rosser', 61), ('mrs ali', 61), ('medina', 60), ('donald milton', 59), ('gary ross', 59), ('ronna mcdaniel', 59), ('darcy ross', 58), ('josh michaud', 56), ('rory medcalf', 56), ('mary hunter mcdonnell', 56), ('bonnie maldonado', 55), ('amira roess', 55), ('yvonne maldonado', 55), ('rob mccoy', 55), ('royal s copeland', 55)]",ross macdonald
4514,ryan,1,"[('michael ryan', 90), ('michael j ryan', 90), ('ryan calo', 90), ('ryan saavedra', 90), ('ryan stanton', 90), ('mike ryan', 90), ('ryan demmer', 90), ('ryan mcgarry', 90), ('fernando rodriguez artalejo', 68), ('randy taplitz', 68), ('roya ijadi maghsoodi', 68), ('gabriel said reynolds', 68), ('aruna ravichandran', 68), ('raina mcintyre', 68), ('elizabeth ransom', 68), ('rodney ramcharan', 68), ('roy anderson', 68), ('randy cron', 68), ('frank riedo', 68), ('kim reynolds', 68)]",michael j ryan
4523,saad omer,2,"[('saad b omer', 95), ('sarah moyer', 70), ('said', 68), ('edwin salvador', 64), ('sara perry', 63), ('sanders', 62), ('robert salata', 61), ('sandra emerson', 61), ('ogbonnaya omenka', 60), ('meera shah', 60), ('sascha meinrath', 60), ('richard oberhelman', 60), ('andy sumner', 60), ('sara rosenbaum', 60), ('sarah cm', 59), ('sarah t roberts', 58), ('safar', 57), ('easter swander', 57), ('sanjay mehta', 57), ('naseem salahuddin', 57)]",saad b omer
4535,said,1,"[('gabriel said reynolds', 90), ('saira sheikh', 68), ('devi sridhar', 68), ('sotiris tsiodras', 68), ('david schwartz', 68), ('kathryn sandberg', 68), ('david spiegelhalter', 68), ('annika sridharan', 68), ('bernie sanders', 68), ('asawin suebsaeng', 68), ('david sullivan', 68), ('david sherwyn', 68), ('megan sandel', 68), ('david m smith', 68), ('alfa saadu', 68), ('altaf saadi', 68), ('sarah zaidi', 68), ('sanders', 68), ('sami angawi', 68), ('sandra kane gill', 68)]",gabriel said reynolds
4555,samuel,1,"[('jeremy samuel faust', 90), ('samuel greene', 90), ('samuel v scarpino', 90), ('jeffrey samet', 66), ('st paul', 62), ('andrew saul', 60), ('kathryn smerling', 60), ('jamie lloyd smith', 60), ('sam lessin', 60), ('christiane spitzmueller', 60), ('megan sandel', 60), ('ignaz semmelweis', 60), ('sue elliot', 60), ('anthony santella', 60), ('saule omarova', 60), ('shamez ladhani', 60), ('lauren sauer', 60), ('saul coronado de leon', 60), ('sune lehmann jrgensen', 60), ('anne spaulding', 60)]",jeremy samuel faust
4560,sanders,1,"[('bernie sanders', 90), ('sarah huckabee sanders', 90), ('david sanders', 90), ('nada sanders', 90), ('katie sanderson', 90), ('william sander', 83), ('easter swander', 77), ('kathryn sandberg', 77), ('liz ann sonders', 77), ('nicole alexander scott', 77), ('stephen anderson', 77), ('sander van der linden', 77), ('alexander scott', 77), ('sandesh gulhane', 77), ('scott anderson', 77), ('megan sandel', 69), ('steffie woolhandler', 69), ('david sanger', 69), ('sean', 68), ('swan', 68)]",sarah huckabee sanders
4578,sara cody,2,"[('sarah cody', 95), ('sara moniuszko fauci', 86), ('h cody meissner', 86), ('sara rosenbaum', 86), ('sara goldrick rab', 86), ('sarah caddy', 80), ('sarah colby', 80), ('sarah cm', 71), ('sarah moyer', 70), ('sarah low', 67), ('cody hall', 64), ('sara hogan', 63), ('sara perry', 63), ('sabrina corlette', 60), ('sarah zaidi', 60), ('sarah huckabee sanders', 60), ('sean conley', 60), ('isaac chotiner', 60), ('cassandra calabrese', 60), ('sarah bloom raskin', 60)]",sarah cody
4598,sarah park,2,"[('sarah parkinson', 90), ('sarah reagan steiner', 86), ('sarah swindells', 86), ('sarah bloom raskin', 86), ('sarah van orman', 86), ('sarah huckabee sanders', 86), ('sarah kilpatrick', 86), ('sarah t roberts', 86), ('sarah cm', 73), ('sahil parikh', 73), ('sarah aitken', 73), ('sarah hawkes', 73), ('rajesh parikh', 70), ('sara perry', 70), ('sarah maza', 70), ('sarah zaidi', 67), ('sarah moyer', 67), ('sarah caddy', 67), ('samara klar', 67), ('sarah low', 67)]",sarah parkinson
4612,saskia popescu,2,"[('saskia v popescu', 95), ('pence', 54), ('silviu itescu', 52), ('sabrina sykes', 52), ('sanjukta paul', 52), ('susan hopkins', 52), ('sebastian condrea', 52), ('saad omer', 52), ('gu su', 51), ('joshua santarpia', 50), ('maria pena', 50), ('sara cody', 50), ('tia powell', 50), ('richard portes', 50), ('tikki pangestu', 50), ('sara perry', 50), ('sarah low', 50), ('sara rosenbaum', 50), ('sanofi pasteur', 50), ('elissa perkins', 50)]",saskia v popescu
4618,saynor,1,"[('bob saynor', 90), ('catriona saynor', 90), ('mauricio santoro', 75), ('khari sanford', 75), ('lisa santora', 75), ('chad sanborn', 75), ('sean', 68), ('swan', 68), ('masaaki sano', 66), ('sanders', 62), ('connie savor price', 62), ('swanton', 62), ('taylor swift', 60), ('joshua santarpia', 60), ('susan ray', 60), ('sean safford', 60), ('susan crossland', 60), ('soir', 60), ('bernie sanders', 60), ('shannon gibson', 60)]",catriona saynor
4619,schaffner,1,"[('william schaffner', 90), ('donald schaffner', 90), ('willam schaffner', 90), ('jeremy schefers', 64), ('robert schlager', 64), ('lewis schrager', 64), ('sanders', 62), ('leonard schleifer', 60), ('walter schachermayer', 60), ('daniel schnieder', 60), ('edward schneider', 60), ('daniel schneider', 60), ('david scheinker', 60), ('neil schachter', 60), ('schulman', 59), ('safar', 57), ('shane oliver', 57), ('suchi pandey', 57), ('shuhan he', 56), ('sam crane', 56)]",william schaffner
4633,scott kelley,2,"[('scott pelley', 92), ('adam kamradt scott', 86), ('nicole alexander scott', 86), ('scott hensley', 80), ('scott allen', 78), ('janelle scott', 76), ('scott rivkees', 72), ('kelly', 72), ('kelley lee', 71), ('scott segal', 70), ('scott galloway', 69), ('alex scott', 69), ('hal scott', 67), ('scott weaver', 67), ('scott fauble', 67), ('scott weavil', 67), ('scott fullwiler', 67), ('chip kelly', 64), ('scott mckeown', 64), ('rick scott', 64)]",scott pelley
4641,scott pelley,6,"[('scott kelley', 92), ('nicole alexander scott', 86), ('adam kamradt scott', 86), ('scott hensley', 80), ('scott allen', 78), ('janelle scott', 76), ('scott pace', 73), ('scott segal', 70), ('scott galloway', 69), ('alex scott', 69), ('scott weaver', 67), ('scott weavil', 67), ('hal scott', 67), ('scott fullwiler', 67), ('scott fauble', 67), ('scott rein', 64), ('scott rivkees', 64), ('elizabeth scott', 64), ('scott steiner', 64), ('rick scott', 64)]",scott kelley
4651,sean,1,"[('sean dempsey', 90), ('sean safford', 90), ('sean truman', 90), ('sean cook', 90), ('r sean morrison', 90), ('sean p conley', 90), ('sean hannity', 90), ('sean o leary', 90), ('sean conley', 90), ('sean asiquq topkok', 90), ('sean leng', 90), ('hun sen', 77), ('sens', 75), ('swan', 75), ('easter swander', 68), ('kevan shokat', 68), ('timothy stenzel', 68), ('shengjie lai', 68), ('joshua santarpia', 68), ('kathryn seawant', 68)]",sean asiquq topkok
4653,sean conley,2,"[('sean p conley', 95), ('sean', 90), ('sean asiquq topkok', 86), ('sean o leary', 78), ('coles', 72), ('daron cowley', 70), ('sean cook', 70), ('sean leng', 70), ('swan', 68), ('sens', 68), ('steve cole', 67), ('jean cohen', 67), ('sebastian condrea', 64), ('sarah colby', 64), ('stephen schondelmeyer', 62), ('stephen colbert', 62), ('stefano magnone', 62), ('sean hannity', 61), ('megan coffee', 61), ('susan turney', 61)]",sean p conley
4727,siegel,1,"[('jeremy siegel', 90), ('michael siegel', 90), ('robert siegel', 90), ('marc siegel', 90), ('marc k siegel', 90), ('robert david siegel', 90), ('david spiegelhalter', 75), ('david spiegel', 75), ('brennan spiegel', 75), ('paul spiegel', 75), ('mervyn singer', 60), ('sophie gregoire trudeau', 60), ('sergei skripal', 60), ('jill schlesinger', 60), ('ignaz semmelweis', 60), ('nigel stapledon', 60), ('benjamin singer', 60), ('sue elliot', 60), ('hiroshige seko', 60), ('nandi siegfried', 60)]",robert david siegel
4741,singh,1,"[('adarsh pratap singh', 90), ('shubhra singh', 90), ('jayant singh', 90), ('sonia singh', 90), ('harmandeep singh', 90), ('jag singh', 90), ('suwannachai wattanayingcharoen', 72), ('mervyn singer', 72), ('jill schlesinger', 72), ('benjamin singer', 72), ('rajita sinha', 72), ('sunit singla', 72), ('samir sinha', 72), ('ben singer', 72), ('kathryn smerling', 60), ('john sprankling', 60), ('anne spaulding', 60), ('shi muying', 60), ('steve tsang', 60), ('gary shilling', 60)]",adarsh pratap singh
4757,sonia angell,2,"[('sonia y angell', 95), ('sonia singh', 70), ('soir', 68), ('jim angel', 67), ('angelo virgona', 66), ('angelo giupponi', 64), ('sandra kane gill', 64), ('allison aiello', 62), ('lisa anderson', 61), ('james angel', 61), ('angela rippon', 61), ('angie bone', 61), ('janelle scott', 61), ('anita allen', 61), ('ala', 60), ('angela cornell', 59), ('sunit singla', 58), ('sonia giusto', 58), ('anthony santella', 57), ('sam crane', 57)]",sonia y angell
4783,stathis giotis,2,"[('efstathios giotis', 90), ('susanne straif bourgeois', 61), ('scott gottlieb', 57), ('tista ghosh', 56), ('samantha gaines', 55), ('jonathan giftos', 55), ('josiah solis', 54), ('brett giroir', 54), ('steph', 54), ('sotiris tsiodras', 53), ('stefano fagiuoli', 53), ('stephanie grisham', 52), ('sterghios moschos', 52), ('sarai eitches', 52), ('shanthi kappagoda', 52), ('travis gayles', 52), ('stephen powis', 52), ('stacia martin west', 50), ('itay goldstein', 50), ('sachin nagrani', 50)]",efstathios giotis
4802,steph,1,"[('joshua stephany', 90), ('stephen ferguson', 90), ('stephen felt', 90), ('stephen i vladeck', 90), ('stephen goldsmith', 90), ('stephen m hahn', 90), ('stephen hoption cann', 90), ('stephen schondelmeyer', 90), ('mary stephen', 90), ('stephanie grisham', 90), ('stephen gluckman', 90), ('stephen colbert', 90), ('stephen thomas', 90), ('stephen burks', 90), ('george stephanopoulos', 90), ('stephen smith', 90), ('steph curry', 90), ('stephen powis', 90), ('stephen hoge', 90), ('j stephen jones', 90)]",steph curry
4803,steph curry,2,"[('stephen curry', 92), ('steph', 90), ('stephen luby', 70), ('stephen burks', 67), ('stephen c morris', 67), ('stephen guy bray', 67), ('mary stephen', 66), ('kathryn stephenson', 62), ('stephen colbert', 62), ('christopher murray', 62), ('stephen shay', 61), ('stephen redd', 61), ('stephen schondelmeyer', 58), ('stephen moore', 58), ('stephen morse', 58), ('j stephen morrison', 58), ('stephen yale loehr', 58), ('stephen farnsworth', 58), ('stephen baker', 58), ('stephen lynch', 58)]",stephen curry
4804,stephan hahn,2,"[('stephen hahn', 92), ('hahn', 90), ('han', 90), ('steph', 90), ('stephen m hahn', 85), ('steven hahn', 78), ('stephanie hall', 77), ('stephen shay', 75), ('stefan hanson', 72), ('stephen wantz', 72), ('joshua stephany', 70), ('stephanie grisham', 69), ('stephen thomas', 69), ('stephanie nebehay', 69), ('stephen farnsworth', 68), ('stephanie cacioppo', 68), ('sean hannity', 67), ('shabana khan', 67), ('stephen hess', 67), ('stephen hoge', 67)]",stephen hahn
4825,stephen hahn,2,"[('stephen m hahn', 95), ('stephan hahn', 92), ('hahn', 90), ('steph', 90), ('steven hahn', 87), ('stephen schondelmeyer', 86), ('stephen hoption cann', 86), ('j stephen morrison', 86), ('stephen yale loehr', 86), ('stephen farnsworth', 86), ('stephen shay', 83), ('stephen wantz', 80), ('stephen thomas', 77), ('stephen hess', 75), ('stephen hoge', 75), ('andrew stephen', 73), ('stephen avila', 72), ('stephen smith', 72), ('stephen baker', 72), ('stephen lynch', 72)]",stephen m hahn
4835,stephen moore,2,"[('stephen morse', 92), ('steph', 90), ('stephen schondelmeyer', 86), ('stephen hoption cann', 86), ('christopher oldstone moore', 86), ('stephen s morse', 86), ('stephen hoge', 80), ('stephen redd', 80), ('mary stephen', 76), ('stephen c morris', 76), ('bret stephens', 73), ('stephen felt', 72), ('stephen hess', 72), ('steve monroe', 72), ('j stephen jones', 71), ('stephen colbert', 71), ('j stephen morrison', 71), ('stephen hahn', 70), ('andrew stephen', 70), ('stephen shay', 70)]",stephen morse
4836,stephen morse,2,"[('stephen s morse', 95), ('stephen moore', 92), ('steph', 90), ('stephen schondelmeyer', 86), ('stephen hoption cann', 86), ('stephen c morris', 83), ('stephen hoge', 80), ('stephen redd', 80), ('stephen burks', 77), ('j stephen morrison', 77), ('stephen powis', 77), ('mary stephen', 76), ('stephen thomas', 74), ('bret stephens', 73), ('stephen felt', 72), ('stephen hess', 72), ('stephen shay', 72), ('steve monroe', 72), ('j stephen jones', 71), ('stephen colbert', 71)]",stephen s morse
4864,steve miller,2,"[('steven miller', 96), ('miller', 90), ('hajira dambha miller', 86), ('steven miles', 83), ('steven', 78), ('steve adler', 78), ('muller', 75), ('steven riley', 75), ('peter miller', 75), ('steve cole', 73), ('steve peers', 70), ('joel miller', 70), ('steve motew', 70), ('steven gambert', 69), ('steven wallace', 69), ('loren miller', 67), ('steve taylor', 67), ('steve schale', 67), ('steve monroe', 67), ('steven zeichner', 67)]",steven miller
4865,steve mnuchin,2,"[('steven t mnuchin', 90), ('mnuchin', 90), ('steven', 78), ('steve mclaughlin', 76), ('steven choi', 75), ('steven van gucht', 69), ('steven corwin', 69), ('steven kitchen', 67), ('steve schow', 67), ('steven hahn', 67), ('sten vermund', 64), ('steve cole', 64), ('steve nelson', 64), ('steve bannon', 64), ('steve miller', 64), ('steve parnis', 64), ('steve schale', 64), ('steve monroe', 64), ('steven zeichner', 64), ('steven miles', 64)]",steven t mnuchin
4868,steve nelson,2,"[('steven nelson', 96), ('william nelson cromwell', 86), ('steven', 78), ('steve bannon', 75), ('steve keen', 73), ('stephen anderson', 71), ('steve walsh', 70), ('steve peers', 70), ('steve tsang', 70), ('steve schow', 70), ('steven l thomason', 69), ('mary stevenson', 69), ('simon stevens', 68), ('i nelson rose', 68), ('steve monroe', 67), ('steve taylor', 67), ('steven miles', 67), ('steve parnis', 67), ('robyn nelson', 64), ('stephen ferguson', 64)]",steven nelson
4876,steve taylor,2,"[('steven taylor', 96), ('steve adler', 78), ('steven', 75), ('taylor swift', 71), ('steve walsh', 70), ('steve tsang', 70), ('el tayar', 68), ('steve schale', 67), ('steve monroe', 67), ('steven stack', 67), ('chloe taylor', 67), ('rosemary taylor', 67), ('steve bannon', 67), ('steve miller', 67), ('steve nelson', 67), ('steve arthur', 67), ('john taylor', 67), ('steven thrasher', 67), ('steve parnis', 67), ('steven nelson', 64)]",steven taylor
4882,steven,1,"[('steven nelson', 90), ('steven keith platt', 90), ('simon stevens', 90), ('steven b abramson', 90), ('steven t mnuchin', 90), ('steven riley', 90), ('steven goodman', 90), ('steven van gucht', 90), ('steven kitchen', 90), ('steven zeichner', 90), ('steven choi', 90), ('steven brower', 90), ('steven stack', 90), ('steven miller', 90), ('steven lawrence', 90), ('steven van de vijver', 90), ('robert stevens', 90), ('steven l thomason', 90), ('steven m opal', 90), ('steven wallace', 90)]",steven van de vijver
